score,content,cleaned_text,predicted_label
5,membuat anak anak jadi semangat belajar dan nilai nya di sekolah 3,anak mangat ajar nilai kolah,positif
4,"Tbh pelajaran nya sih enjoy aja cuman kadang ui nya masih bug gamau muncul. terus juga ada beberapa materi yang gaada di opsi kurikulum merdeka tapi ada di k13 revisi, entah belum dimasukin apa gimana. contohnya kayak gelombang berjalan dan stasioner itu ada di k13 revisi tapi gaada di kurmer jadinya saya kurang faham sama materi setelah gelombang berjalan dan stasioner dan baru ngeh kalo ada materi terlewa. tapi keren kok banyak games nya dan lumayan interaktif. nice nice",ajar enjoy saja cuman kadang gamau muncul materi gaada opsi kurikulum rdeka revisi masuk gimana contoh kayak gelombang jalan stasioner revisi gaada kurmer faham materi gelombang jalan stasioner ngeh kalo materi lewa games lumayan interaktif nice,netral
5,aplikasi ini sangat membantu untuk belajar,aplikasi bantu ajar,positif
2,aku tidak lanjut mendaftarkan akunnya karena aku sma bukan smk yang di adakan hanyalah pilihan smk lengkapi dong ruangguru,daftar akun adakan pilih lengkap,negatif
4,"sering force close, kadang berat sendiri, untuk materi sangat lengkap",force close kadang berat materi lengkap,negatif
4,"Materinya mudah dipahami, soal²nya juga menantang, dan ada event tes untuk pts dan pas. Tapi tolong banget sama ruangguru, buat kecilin ukuran aplikasinya/bisa dipindahin ke kartu SD, kasihan hp low-end yang memorinya pas²an. Selain itu gaada komplen. Makasih.",materi mudah paham tang event tapi tolong banget ukur aplikasinyabisa pindah kartu kasihan lowend mori sela gaada komplen terima kasih,netral
5,"ini aplikasi terbagus dan pembahasannya mudah dipahami. makasih loh ruangguru. tapi saya ada kendali nii... itu teman belajar saya misinya ngestuck di latihan 1 topik padahal udah belahar 1 bab, kerjakan kuis akhir, latihan drill soal, dan semuanya benar, kira-kira kenapa yah? mohon bantuannya dan segera diperbaiki kalau memang bug.",aplikasi bagus bahas mudah paham terima kasih ndali teman ajar misi ngestuck latih topik sudah bahar kuis latih drill kira mohon bantu baik,positif
5,"bagus aplikasinya, bikin kita mudah paham, dana ada beberapa fitur gratisnya",bagus aplikasi mudah paham dana fitur gratis,positif
3,bagussih cuman aku kira semua gratis dan aku nggak ngerti cara pakainya nggak ada petunjuk nya soalnya jadi aku kasih bintang 3 aja,bagussih cuman gratis tidak ngerti pakai tidak tunjuk kasih bintang saja,netral
5,"Tampilan materi berbentuk animasi jadi tidak merasa bosan kalau ditonton, ini aplikasi belajar tapi fiturnya mirip game (RG adventure) gitu karena ada level, gold untuk membeli item, XP untuk meningkatkan level, trophy dan rapot, ada bank soal yang membuat saya lebih memahami materi, pokoknya bikin ketagihan deh dan bikin semangat belajar meningkat! Terimakasih RuangGuru.",tampil materi bentuk animasi bosan aplikasi ajar fiturnya game adventure gitu level gold beli item tingkat level trophy rapot bank paham materi tagih mangat ajar tingkat terima kasih,positif
5,aplikasi ini sangat berguna sama sekali saya sampai bisa mendapatkan juara 2 saya dulu dapat juara 3 sekarang mendapat kan juara 2 saya sangat berterimakasih untuk aplikasi ini,aplikasi guna juara berterimakasih aplikasi,positif
5,keren dan belajar nya juga bikin asik dan tidak membosankan,ajar asik bosan,positif
5,"Ruangguru sangat membantu dalam proses belajar, materinya bagus dan tersusun dengan rapi, dan memiliki latihan soal yg berlimpah juga. Namun saya kurang suka dengan User Interfacenya walaupun sebenarnya bagus, mungkin di waktu mendatang kita bisa mengatur tema ruang guru sesuka kita sehingga lebih menarik. Lalu ketika di materi juga pada saat mode landscape, kita tidak bisa merotate layar ke arah sebaliknya, padahal saya cukup perlu karena terkadang sambil meng-charge.",bantu proses ajar materi bagus rapi milik latih limpah namun suka user interfacenya bagus atur tema suka tarik lalu materi mode landscape rotate layar arah terkadang ngcharge,netral
5,seru bisa belajar dengan efektif,seru ajar efektif,positif
3,"Video pembelajarannya bagus, menarik, dan mudah dipahami, tapi sayang aplikasinya labil, kadang cepet, kadang lemot. Padahal sinyal bagus, buat buka app lain juga kenceng, cuma buka ruang guru yang lemotnya nauzubillah, dan lemotnya tuh pas mau buka video aja, kl buka soal atau TO lancar lancar aja, jd bikin bt. Udah tau ngumpulin niat belajar susah, giliran udah niat, eh malah dipersulit, semoga appnya bisa ditingkatkan lagi ya, tp jujur kecewa sih sm RG",video ajar bagus tarik mudah paham sayang aplikasi labil kadang cepet kadang padahal sinyal bagus buka nceng buka nauzubillah buka video saja kalau buka lancar saja jadi sudah ngumpul niat ajar susah gilir sudah niat sulit moga appnya tingkat tapi cewa sama,negatif
5,"ruang guru sangat membantu untuk pembelajaran, penjelasan yang mudah di pahami dan banyak mata pelajaran",bantu ajar jelas mudah paham mata ajar,positif
5,"aplikasi pembelajaran bagus dan seru, membuat siswa semangat untuk belajar.",aplikasi ajar bagus seru siswa mangat ajar,positif
5,saya sangat suka aplikasinya sangat membantu saya saat belajar dan mudah untuk dipelajari,suka aplikasi bantu ajar mudah ajar,positif
5,karena di ruangguru pembahasannya lebih mudah dimengerti dan bisa membantu soal yang susah,bahas mudah erti bantu susah,positif
5,"Video pembelajarannya beranimasi, jadi nggak bosan dengarin materinya. Jadi senang jawab soal karena setiap bisa jawab kuis dengan benar bakal dapat point dan naik level, berasa main game! :) rangkumannya lengkap, dan yang paling kusenangi banyak diskon untuk pembelian paketnya, uwuu.",video ajar animasi tidak bosan dengar materi jadi nang kuis point level game rangkum lengkap nang skon beli paket uwuu,positif
3,"beberapa kali gagal loading, gagal dalam geser pilih dalam kuis, dan gagal dalam menyelesaikan video. kenapa bisa seperti ini?",kali loading geser pilih kuis lesa video,negatif
5,"Saya mengapresiasi aplikasi belajar yg satu ini, sangat berguna, nilai biologi saya bertambah dari 70 menjadi 90 berkat ruang guru, tapi alangkah baiknya kembalikan ruangguru seperti yg dulu, sekarang 1 materi sampai 20 video, membuat siswa jadi males buka, coba dibuat per materi 4 video/5 tapi durasinya lebih lama seperti dulu, mungkin lebih efektif. terimakasih..",saya apresiasi aplikasi ajar guna nilai biologi tambah berkat alangkah baik mbali materi video siswa males buka coba materi video durasi efektif terima kasih,positif
5,ini sangat bagus dan menyenan dan tidak berat di HP kentang,bagus berat ntang,negatif
5,ruang guru lebih lengkap materi nya,lengkap materi,positif
5,"sangat suport sama apapun yang berbau edukasi. Bagus bgt aplikasinya, videonya dibikin menarik karena ada animasinya dan durasinya ga kepanjangan, jadi ga bikin suntuk, ada latihanya juga kalo abis nonton video jadi makin paham deh. apalagi ada diskon gede2an, trus bisa dapet pulsa gratis dan masih banyak yg lain.Tp sedih sinyal di rumah lelet jadi kalo nonton video harus sabar:(",suport edukasi bagus banget aplikasi video tarik animasi durasi tidak panjang tidak suntuk latihanya kalo abis nonton video paham skon gede trus dapet pulsa gratis laintp sedih sinyal rumah kalo nonton video sabar,netral
5,aplikasi yang bermanfaat dan membuat kita lebih tahu banyak hal,aplikasi manfaat,positif
5,bagus membantu belajarr jd gampang paham,bagus bantu belajarr jadi gampang paham,positif
3,"Dulu waktu awal-awal langganan ada fitur namanya roboguru plus, yg tiap digunakan harus pakai koin yg harga belinya juga lumayan :) Aku beli karena katanya dulu tiap sesi tanya (1 koin) bisa nanyain soal sebanyak mungkin. Trs sekarang fitur roboguru plus itu satu sesinya cuma bisa digunakan untuk 1 soal saja, yg mana satu sesi ngabisin satu koin yg harganya lumayan. Cukup kecewa sih, kenapa peraturannya jadi diubah gini? padahal harga koin nya juga gak turun 🙂🙏",dulu awal langgan fitur nama roboguru plus pakai harga beli lumayan beli sesi nanya terus fitur roboguru plus sesi ngabis harga lumayan cukup cewa atur ubah harga turun,negatif
5,bagus banget buat aku yang malas belajar sekarang jadi mau belajar ☺️☺️👏👏,bagus banget malas ajar,positif
5,aplikasi nya sangat membatu anak saya belajar,aplikasi batu anak ajar,positif
5,sangat bermanfaat untuk anak' yng masih bngung tentang materi',manfaat anak bngung materi,positif
5,"Bener bener puas sama ruangguru, baru kali ini dapet bimbel dengan kualitas terbaik tapi harga super terjangkau. Untuk nilaiku juga berubah drastis jauh lebih baik. Mau saran dikit aja sih, kalo bisa di setiap materi ada konsep kilatnya. Karena itu super ngebantu banget untuk murid yang gurunya sering ngadain ujian/ulangan dadakan. Jadi bisa belajar langsung semua materi dalam waktu bbrp menit aja. Dan entah kenapa paham banget sama pembahasannya:D semangat tim ruangguru ^^",bener puas kali dapet bimbel kualitas baik harga super jangkau untuk nilai ubah drastis saran saja kalo materi konsep kilat karena super ngebantu banget murid guru ngada ujianulangan jadi ajar langsung materi bbrp saja paham banget pembahasannyad mangat,positif
5,"aku tidak menyangka akan sesignifikam itu perubahan frekuensi belajarku, yang awalnya aku sulit fokus, tapi karena media media pembelajaran yang disediakan memang pas dengan cara belajar dan amat membantuku dalam memahami materi, aku jadi rajin dan senang belajar😍😍",sangka signifikam ubah frekuensi ajar sulit fokus ajar sedia ajar bantu paham materi nang ajar,positif
4,"menurut saya aplikasinya bagus, mantap sempat membantu saya belajar utbk selama sebulan, mungkin bisa lebih bagus bila pembahasan soal/materinya lebih mendalam, tambah video"" spesial tentang penurunan rumus , asal mula bagaimana bisa ada faktor van hoff , dll.",aplikasi bagus mantap bantu ajar utbk bulan bagus bahas soalmaterinya dalam video spesial turun rumus faktor hoff,positif
5,"ruangguru ini sangat bagus untuk belajar saya,dan menambah nilai saya, terimakasih pihak ruang guru semoga fitur fitur nya bisa lebih bagus lagi 😊",bagus ajar sayadan tambah nilai terima kasih moga fitur bagus,positif
5,"Bagus, video dirangkum secara singkat aku suka belajar di ruang guru, makasih ruang guru🩷🩷 ngga nyesel aku les disini. btw kuis nya menarik bgt , jadi rajin belajar aku wkwkkwk",bagus video rangkum singkat suka ajar terima kasih tidak nyesel kuis tarik banget ajar wkkwk,positif
5,"Aplikasi Ruangguru memang sangat membantu... Seandainya ada juga yang diajarin materi pemrograman pasti langganan lagi. Apalagi aplikasi ini sangat canggih dan interaktif, ada bagusnya kalo ngajarin juga buat app kyk gini atau cara buat bot chat seperti yg di WA itu ROBOGURU. Kyk platform dari luar negeri itu mencakup semua bidang, ada semua diajarin dalam platformnya, tpi sayangnya pake bahasa Inggris :' ..... Moga aja Ruangguru bisa seperti itu juga, tpi Ruangguru ini terkeren di Indonesia 👍",aplikasi bantu anda ajar materi pemrograman langgan apalagi aplikasi canggih interaktif bagus kalo ngajar chat roboguru platform negeri cakup bidang ajar platform sayang pake bahasa inggris moga saja indonesia,positif
5,"Seneng banget pakai aplikasi ruang guru, videonya bisa diulang"" jadi kalo ga paham bisa dilihat lagi sampe paham, latihan"" soalnya juga menantang banget, trs juga ada raporr nya jadi kita semangat buat kejar"" n rangking sama temen. Terimakasih ruang guru🤗Tapi kadang kalo lama lama lihat hp gabaik juga buat mata.",neng banget pakai aplikasi video ulang kalo tidak paham sampe paham latih tang banget terus raporr mangat rangking temen terima kasih tapi kadang kalo lihat gabaik mata,positif
5,"Bener² suka banget sama aplikasi ini tuh 💙 Bisa banget bantu aku buat belajar, videonya tuh beranimasi jadi bikin ngga bosen... Terus ada rangkuman materi yg bener² udh lengkap banget,trus ada kuis yg bisa bikin kita tau sejauh mana kita paham sama materi tersebut.. Menurut aku harganya juga murah kok tersedia banyak paket bahkan ruangguru juga suka banget yg namanya ngadain diskon dan diskon nya itu bener² ngga tanggung² 😊",bener suka banget aplikasi bisa banget bantu ajar video animasi tidak bosen terus rangkum materi bener sudah lengkap bangettrus kuis paham materi turut harga murah sedia paket suka banget nama ngada skon bener tidak tanggung,positif
5,"Dari semua fitur dari aplikasi ini yang paling keren sih tetep ruang belajar. Video yang singkat dengan animasi (biar ga kepanjangan dan bikin bosen kan), terus setelah video selesai bakal dapet gold. Selain itu setelah selesai juga bakal ada kuis per materi. Kebanyang kerennya ga tuh. Pokoknya ruangguru the best.",dari fitur aplikasi ajar video singkat animasi biar tidak panjang bosen video lesa dapet gold sela lesa kuis materi banyang tidak best,positif
5,"aplikasi yg sangat membantu saat aku belajar, the best dehhh pokokknyaa",aplikasi bantu ajar best pokknyaa,positif
5,"Aku suka banget sama RUANGGURU, berkat ruangguru pengetahuan aku lebih luas lagi, terus belajar juga gak mudah bosen, lebih jelas dan buat aku sangat paham. Cuman aku pengen banget nih yg perlu ditambahkan yaitu di video pengajaran mapel b.inggrisnya. kalau misalnya sedang percakapan menggunakan bahasa Inggris, dibawah videonya di tulis apa yg mereka ucapkan dan terjemahan nya, pasti kami jadi lebih paham dan lebih cepat mahir menggunakan bahasa Inggris. Terimakasih. Makin Sukses ruangguru🥳🥳😁",suka banget berkat tahu luas ajar mudah bosen paham cuman banget video ajar mapel binggrisnya cakap bahasa inggris bawah video tulis ucap terjemah paham cepat mahir bahasa inggris terima kasih sukses,positif
1,"kenapa ya setiap kali saya mengerjakan soal pasti jawabannya tetap sama yaitu lebih banyak yang salah dari pada benar padahal saya sudah mengulangnya dan mengikuti jawaban dari ruangguru tapi hasilnya tetap sama, tolong tanggapannya. disclaimer: saya udah merevisi jawaban yang salah tetapi hasilnya tetap sama yaitu nilainya tidak bertambah dan jawaban suka ganti sendiri ketika pencet ""konfirmasi untuk mengecek nilai""",kali jawab salah ulang ikut hasil tolong tanggap sclaimer sudah revisi salah hasil nilai tambah suka ganti pencet konfirmasi ecek nilai,negatif
5,"Trimakasih Ruangguru 👍, video penjelasan mudah dimengerti, tiap soal ada pembahasannya, mantap banget deh. Cuman kekurangannya gini, Waktu saya lagi ngerjain soal IPA, kan ada gambarnya tuh, misalnya tentang daun gitu, kurang lebih soalnya menanyakan ""bagian yg ditunjuk nomor 3 disebut?"". Tapi gambarnya gak bisa digeser-geser, sehingga ngebuat gak kelihatan bagian no 3nya. Itu memang begitu atau bisa digeser cuman HP saya aja yang bermasalah ya? Atau ada fiturnya?",trimakasih video jelas mudah erti bahas mantap banget cuman kurang waktu ngerja gambar daun gitu nomor tapi gambar geser ngebuat geser cuman saja masalah atau fiturnya,netral
4,bagus gampang paham dan sesuai,bagus gampang paham suai,positif
5,"Bagus banget RG ini, video video nya lengkap dan ber animasi, asik sekali lah pokoknya, menurut aku, yang paling aku suka itu ada konsep kilat nya, wah itu top bgt, walaupun byak bgt videonya.. rangkuman nya pun tak kalah bnyak nya, pokoknya Thank you Ruangguru.. semoga sukses selalu.. oiya aku sudah berlangganan juga loh 🤗",bagus banget video lengkap animasi asik suka konsep kilat banget byak banget video rangkum kalah bnyak thank moga sukses oiya langgan,positif
5,bagus sekali pembelajaran nya tapi aku kurang mampu untuk bayar...,bagus ajar bayar,positif
4,"Aplikasi ruangguru sangat membantu saya dalam pembelajaran serta pemahaman materi, namun ada tambahan dari saya kepada develop/pengembang apk ruangguru untuk menambahkan fitur open vidio jenjang kelas lain (selain kelas yg di langganin) dengan menggunakan xp. Sehingga xp tidak hanya untuk fitur avatar,soal, namun bisa dengan membuka 1 vidio atau sub bab dengan xp (xp bisa ditentukan tergantung kemauan penggembang aplikasih). Itu saja saran dari saya semoga bisa menambahkan perubahan di rg. Tq..",aplikasi bantu ajar paham materi tambah developpengembang aplikasi fitur open vidio jenjang langgan hingga fitur avatarsoal buka vidio tentu gantung penggembang aplikasih saran moga ubah,netral
